,country,event,name,dist_km,year,finishers,duration
552,FRA,102988,Tour du Wurzel,85.0,2025,52,0 days 11:02:48
1786,ESP,117115,Maraton del Mentiras 55km,55.0,2024,52,0 days 06:07:54
77,GER,98205,Marialinden - Kutt nom DOM,50.0,2025,52,0 days 04:56:34.750000
1535,NOR,109960,Hardangerjøkulen Ultra,95.0,2024,52,0 days 12:04:11
1111,NED,106071,Linie1629ultra,50.0,2024,52,0 days 03:35:39
458,SWE,102420,Peters trail - 52K,52.0,2024,52,0 days 04:40:18
417,FRA,102135,La Romagnatoise - Trail du Golloix,50.0,2024,52,0 days 03:48:23
668,FRA,103839,L'Ard Trail,50.0,2025,52,0 days 03:38:11.750000
1329,ITA,107755,Cento Croci Trail Ultramarathon,50.0,2024,52,0 days 05:09:53.250000
1372,GBR,108312,Leeds & Liverpool Canal Race 130 mile (LLCR),202.77684,2024,52,0 days 22:48:00
793,FRA,104181,l'UltrAriège 169km,169.0,2024,52,1 days 04:45:46.500000
1253,FRA,107454,X Trail Corrèze Dordogne - 103km,103.0,2022,52,0 days 12:49:56
323,POR,101576,Oh meu deus - Ultra Trail Serra da Estrela 160 km,160.0,2024,51,0 days 22:06:14
685,SWE,103910,Öland Ultra,50.0,2024,51,0 days 03:39:56.500000
1336,MKD,107815,Ohrid Ultra-Trail,107.0,2024,51,0 days 13:35:27.500000
1344,POL,107994,Beskidzki Toporna Setra TS 100,105.0,2024,51,0 days 11:45:57.500000
329,NOR,101641,Nordmarka Skogsmarathon,63.0,2024,51,0 days 04:56:21.750000
1150,NOR,106717,Sandnes Backyard Ultra,80.467,2024,51,0 days 06:06:54
1760,GBR,113908,Winter Downs 100,160.934,2024,51,0 days 15:44:26
9,GER,89214,TorTour de Ruhr - 230km Nonstop,230.0,2024,51,1 days 01:03:36
37,GER,95257,Ludwig-Leichhardt-Trail Ultralauf,55.0,2024,50,0 days 04:46:17.500000
532,CRO,102931,Parenzana Ultra Trail - 50 km,50.0,2025,50,0 days 03:30:33.666666666
1288,GER,107520,P-Weg-Lauf in Plettenberg  Sauerland,73.0,2024,50,0 days 06:36:59
92,GER,98483,Zittauer Gebirgslauf 50km,50.0,2025,50,0 days 04:14:08.250000
1547,SUI,109977,Crossing Alps,170.0,2024,50,1 days 01:06:25
1511,ROU,109772,Bucegi Trails,58.0,2024,50,0 days 06:58:57.500000
1682,FRA,111591,Bernex Trail Challenge - La Balade Chablaisienne,62.0,2024,50,0 days 07:25:32
1507,ROU,109768,Bucovina Ultra Rocks - Ultra Rocks,110.0,2024,49,0 days 16:52:53.500000
1747,ESP,113282,El Privilegio 50 Millas,83.0,2024,49,0 days 07:50:00
234,GBR,100726,Summer Spine Race,431.30312,2024,49,3 days 04:07:52.250000
279,NED,101059,Petranpad Ultra Trail 60k,64.0,2024,49,0 days 05:49:01.333333333
972,FRA,104833,Festival Trail du Cœur des Landes 80km,80.0,2024,49,0 days 07:04:56
1259,FRA,107478,Trail des Gorges du Chambon et du Montbronnais,86.0,2024,49,0 days 08:22:11.333333333
1549,SVK,109982,Malofatranska stovka MF100,107.0,2024,49,0 days 16:01:30
45,GER,96697,Lindwurm - im Auge des Drachen 70 km,70.0,2025,49,0 days 07:38:23.666666666
1514,ROU,109784,Urme Pe Play,58.0,2024,49,0 days 05:37:42
325,FRA,101604,Ultra Trace de Guadeloupe - T55,55.0,2025,49,0 days 06:04:09.333333333
1322,GER,107696,EicUt 65,65.0,2024,49,0 days 05:38:48
1636,BUL,110992,Persenk Ultra 160,161.0,2024,49,0 days 22:22:35
1197,FRA,106933,Ultra Trail des Géants,174.0,2025,49,1 days 03:42:54
771,GER,104134,100 Km Lauf Kandel (100km DM),100.0,2024,49,0 days 06:55:07
1679,ITA,111574,UTDM - Ultra Trail del Moscato - Magistra Langarum,106.0,2024,48,0 days 12:50:43
76,GBR,98191,Grand Union Canal Race 145 mile (GUCR),233.3543,2024,48,1 days 01:46:45
1125,GRE,106204,Gerakion Race,48.0,2025,48,0 days 03:50:24.750000
1543,SVK,109973,Východniarska 100,107.0,2024,48,0 days 14:01:50
371,GER,101994,Nordschwarzwald Trophy,47.0,2024,48,0 days 03:42:31.500000
42,DEN,96411,Hoefde Ultra Trail 50km,50.0,2025,48,0 days 05:51:15.800000
731,ITA,104063,Winter Trail Monte Prealba - Ultra,50.0,2025,48,0 days 06:31:09.666666666
1309,GBR,107612,Jurassic Coast 100km Ultra,100.0,2024,48,0 days 11:48:10.500000
963,FRA,104791,Les Trails de la Factrice - L'épineuse,110.0,2024,48,0 days 14:46:56
505,GBR,102860,Peak District South & North Ultra 93km,93.0,2024,48,0 days 09:44:50
931,SWE,104703,Snapphaneracet 50 km,50.0,2025,47,0 days 05:17:58.500000
1005,POR,104947,Ultra Madeira,83.0,2024,47,0 days 09:39:21.500000
1144,ITA,106552,Trail del Fluminese,64.0,2024,47,0 days 07:42:50.500000
825,FRA,104269,Jurapics - L'Utopic,80.0,2024,47,0 days 09:08:27
783,FIN,104156,Kainuu Trail 55k,55.0,2024,47,0 days 05:33:46.750000
6,NOR,83086,Lofoten Ultra Trail 100 Miles,166.0,2024,47,1 days 00:20:38.500000
976,FRA,104845,Défi Trails Lillois - 45km,45.0,2025,47,0 days 03:14:37
722,GBR,104018,Winter Downs 200,321.868,2024,47,2 days 01:47:56
1258,FRA,107473,Trail Via Romana,50.0,2024,47,0 days 05:15:33.500000
1530,SLO,109924,GO Ultra 64km,64.0,2024,47,0 days 07:08:42
1107,FRA,106014,Ultra LonGo Tra!L Des Baous - Grand parcours des baous,100.0,2024,47,0 days 13:28:44
1334,FRA,107802,Trail Relais des Chapelles 56,70.0,2024,47,0 days 06:40:52.500000
1748,POR,113284,ALUT-Algarviana Ultra Trail,303.0,2024,46,1 days 19:14:29.750000
202,FIN,100488,Kaldoaivi Ultra Trail 57km,57.0,2024,46,0 days 04:50:27.250000
211,GBR,100548,Kielder 50km Ultra Trail,50.0,2024,46,0 days 03:56:53
1677,BEL,111548,Trail de L'Abbaye,50.0,2024,46,0 days 03:55:11
135,GBR,99418,Grim Reaper 40 Mile UltraMarathon,64.3736,2024,46,0 days 05:50:58.500000
36,GER,95216,Taunus-Ultratrail 58km,58.0,2025,46,0 days 05:54:20
565,GRE,103164,Speedway Ultra - 100km Trail,102.0,2024,46,0 days 11:20:34.333333333
1231,ITA,107359,Ultra Maratona Lago del Salto,65.0,2025,46,0 days 04:52:04
1638,BUL,110994,Wild Boar 110,115.0,2024,46,0 days 13:54:27
1659,ITA,111222,50 km delle Alpi,50.0,2024,46,0 days 04:01:05.666666666
1653,ITA,111143,UTLM Ultra Trail Lago Maggiore Wild,80.0,2024,46,0 days 10:13:56.750000
1772,NED,114435,UHUT UtrechtseHeuvelUltratrail 100km - Doorn Loop split,50.0,2024,46,0 days 04:30:07
1435,ITA,108931,Ultra Sky Supramonte,50.0,2024,45,0 days 07:10:16
98,GBR,98614,Warwickshire Ring 111 mile Canal Race (WRCR),178.63674,2024,45,0 days 19:23:00
191,GER,100257,Leipziger 50 km Lauf am Auensee,50.0,2024,45,0 days 03:27:01
1432,ITA,108889,Monterosa Walser Waeg 90 km,90.0,2023,45,0 days 16:24:15
1343,GRE,107954,75-Ultra Tihio Race 75km,75.0,2024,45,0 days 10:35:46
1763,NED,113964,Veluwezoom Trail - Winter,58.0,2024,45,0 days 04:33:02
1280,FRA,107511,Trail du Haut Clunysois - La Camille Forest,66.0,2024,45,0 days 06:19:27
301,GER,101452,North Sea Ultra Sylt,111.0,2024,45,0 days 11:19:46.500000
418,GBR,102140,Endurancelife Suffolk Ultra,51.49888,2024,44,0 days 03:51:14
167,ITA,99964,Alpe Adria Ultra Trail,59.0,2023,44,0 days 07:56:18.333333333
1744,POR,113234,Estrelacor trail ultra endurance 180 km,180.0,2023,44,1 days 03:31:02.333333333
705,FRA,103991,Le Duo des Ecrins,57.0,2024,44,0 days 07:40:27.666666666
79,GBR,98277,South Wales 200,321.868,2024,44,2 days 10:37:40
193,AUT,100259,Pitz Alpine Glacier Trail 60 km,62.0,2024,44,0 days 09:55:26.750000
247,GER,100783,Burgwald Märchen Marathon,52.0,2024,44,0 days 04:05:37.750000
199,GER,100362,Jurasteig Nonstop Ultratrail 170 km  -JUNUT-,170.0,2025,44,0 days 23:16:22.333333333
444,GER,102343,Krabat 100,100.0,2024,44,0 days 09:07:00
1732,ESP,112664,Ultra Trail Muntanyes Costa Daurada (UTMCD),65.0,2021,43,0 days 07:49:26
1426,HUN,108816,Ultra Tisza-tó 130km,130.0,2024,43,0 days 11:41:51.500000
1103,ROU,105830,Subcarpati Trail Run Ultra,75.0,2024,43,0 days 07:06:44
130,SWE,99375,H2 Ultra Trailrun - 50 km,50.0,2024,43,0 days 04:30:49
226,GBR,100684,Ripon Stinger Ultra 35mi,56.3269,2025,43,0 days 05:04:14.666666666
119,AUT,98942,Hochkönigman Endurance Trail Hinterthal,76.0,2024,43,0 days 11:07:35
432,FRA,102229,Sri Chinmoy 50km Lauf Paris,50.0,2024,43,0 days 03:24:52.250000
1560,GBR,110062,Cotswold Way Century,164.15268,2024,43,0 days 20:42:20.500000
712,FRA,104001,Trail de la Beaume-Drobie,51.0,2024,43,0 days 05:21:19.500000
1743,LAT,113152,Siguldas kalnu maratons 70 km,70.0,2024,42,0 days 07:08:09.500000
925,SWE,104688,Skogsvargarna Trailrun,45.0,2024,42,0 days 03:55:37
672,GER,103881,Grüntal-Winterultra,50.0,2024,42,0 days 04:10:00
395,NED,102079,Gaasterland Trail,50.0,2024,42,0 days 04:10:52.333333333
1092,ITA,105697,Ultratrail del Marganai,100.0,2025,42,0 days 11:57:48.500000
588,FRA,103224,Festa Trail Pic Saint-Loup - Ultra Draille,120.0,2022,42,0 days 14:54:59.500000
1765,NED,114055,Graef Castricum Trail Ultra 60km,60.0,2024,42,0 days 05:06:02.750000
1324,IRL,107705,Knockmealdown Mountain Ultra,66.0,2024,41,0 days 07:06:00
25,GBR,93620,Green Gateways,54.71756,2025,41,0 days 05:44:21.500000
994,FRA,104881,Trail Tour de Brière,70.0,2023,41,0 days 05:44:58.500000
483,GBR,102729,Ultra Scotland 100,170.59004,2024,41,0 days 22:23:34.666666666
176,GER,100057,Ottonenlauf - Marathon 45 Km,45.0,2024,41,0 days 03:41:07
1647,ITA,111028,Elba Legend Run 60km,60.0,2024,41,0 days 06:32:53
1756,TUR,113895,Ida Ultra,110.0,2023,41,0 days 12:08:35
342,GER,101779,Bödefelder Hollenlauf 55 km,55.0,2024,41,0 days 04:48:23
624,SWE,103527,Uka Pain - Welest fomm painas 100km,100.0,2024,40,0 days 10:03:25.750000
697,GBR,103950,Yorkshire Reservoir Dogs Ultra 32mi,51.49888,2024,40,0 days 04:52:20.500000
10,GER,89215,TorTour de Ruhr - 100mi Nonstop,160.934,2024,40,0 days 18:25:32.500000
1694,FRA,111786,Trail des Jambes Allaire WRCA,65.0,2024,40,0 days 06:58:10
1448,AUT,109303,Paznaun Ischgl Ultratrail PIUT85,89.0,2024,40,0 days 11:00:12
770,IRL,104133,Glendalough Tucker Trail,80.0,2024,40,0 days 07:56:57.750000
954,FRA,104766,Euskal Raid Endurance Trail - duo,133.0,2022,40,0 days 19:58:15
198,GER,100361,Jurasteig Nonstop Ultratrail 104 km -JUNUT-,104.0,2025,40,0 days 14:00:01.666666666
977,FRA,104851,Trail So Bugey - L'intégrale So Bugey,72.0,2025,40,0 days 07:12:42.500000
1729,AUT,112615,Wien - Rundumadum 88 km,88.0,2024,40,0 days 08:16:15
368,GBR,101985,13 Valleys Ultra 180km,182.0,2024,40,1 days 00:14:13.500000
1081,CRO,105612,Polojska ultra 100km,100.0,2025,40,0 days 06:59:19.400000
1736,POL,112819,UltraKotlina140,140.0,2024,39,0 days 16:16:11.750000
609,GRE,103468,Speedway Ultra - 46km Marathon,46.0,2024,39,0 days 03:54:18.666666666
1621,ITA,110860,Big Rock Morenic 100 miglia,160.0,2024,39,0 days 17:29:29
1431,ITA,108888,Ultra Sky Marathon d’Abruzzo – Serra di Celano,61.0,2024,39,0 days 07:24:47
1450,ITA,109316,Piancavallo run - La panoramica delle Malghe,46.0,2024,39,0 days 04:04:49
1021,SWE,105028,High Coast Ultra 60,60.0,2024,39,0 days 05:43:16.333333333
1212,POL,107042,GWINT Ultra Cross 100 Mil,160.934,2024,39,0 days 16:38:24
346,GER,101800,Losheimer Trailfest T75,77.0,2023,39,0 days 07:35:37
811,GBR,104238,Moors Traverse 80km,80.0,2025,39,0 days 08:23:42
1180,FRA,106849,Trail des Mines - Les Gueules Noires,48.0,2024,39,0 days 04:34:22
679,POL,103897,Ultra-Trail Malopolska - UTM64,65.0,2024,39,0 days 08:21:43
1716,SUI,112325,24-Stundenlauf Aare-Insel Brugg - 100km-Split,100.0,2021,39,0 days 13:11:23
1789,SRB,118340,Sky Ultra Stara Planina  Midzor 64km,64.0,2024,38,0 days 06:36:24
207,POL,100515,Ultramaraton Chudy Wawrzyniec 100 Km,102.0,2024,38,0 days 11:16:57.500000
438,GBR,102256,Black Beacon Ultra-bach 50k,50.0,2024,38,0 days 06:13:59
1628,POR,110945,EcoTrail Funchal 45 km - Madeira Island,45.0,2024,38,0 days 04:50:30.666666666
1330,BEL,107774,Trailmarathon Het Leen,45.0,2024,38,0 days 03:13:54
655,DEN,103778,Cold Hawaii Ultra 50mi,80.467,2024,38,0 days 07:33:54
1174,POL,106801,Salamandra Ultra Trail 100 Km,110.0,2023,38,0 days 13:38:42
158,FRA,99693,Ultr'Ardèche,222.0,2024,37,1 days 00:40:16.333333333
405,GER,102105,Leinetal-Ultra Winter Edition,65.0,2025,37,0 days 07:05:25
1553,SLO,110014,Podbrdo Trail Running Festival - UTP 70+ km,70.0,2024,37,0 days 07:46:29.500000
46,GER,96698,Lindwurm - im Auge des Drachen 114 km,114.0,2025,37,0 days 11:42:42
512,GER,102882,KoBoLT  140 km Rheinsteig Koblenz-Bonn,140.0,2024,37,0 days 15:43:30
1745,POR,113235,Estrelacor trail ultra endurance 100 km,100.0,2024,37,0 days 14:03:29.250000
1229,ITA,107280,Ultra Trail dei Castelli Bruciati,100.0,2025,37,0 days 12:00:15
625,SWE,103528,Billingen Trail Marathon,47.0,2024,37,0 days 03:47:07
457,HUN,102419,Celtic63,63.0,2024,37,0 days 04:56:39
398,ITA,102085,Garda Trentino Trail Extra,150.0,2024,37,0 days 23:35:04
1632,BUL,110980,Pirin Ultra 160K,160.0,2024,37,1 days 05:12:35.750000
450,SWE,102374,Ursvik Ultra 45 km,45.0,2024,36,0 days 04:14:32.666666666
449,SWE,102373,Ursvik Ultra 75 km,75.0,2024,36,0 days 06:52:40.666666666
473,GBR,102592,South Downs 100 Mile,160.934,2024,36,0 days 18:57:58.666666666
1402,FRA,108464,Marathon des Burons duo,45.0,2024,36,0 days 05:03:35
511,GBR,102881,The Two Towers 50km,50.0,2024,36,0 days 04:47:10
147,NOR,99489,Sunnfjord Ultra,53.0,2024,36,0 days 05:25:43.750000
422,GRE,102187,Euchidios Hyper Athlos Delphi-Plataea-Delphi,215.0,2024,36,0 days 23:30:11
915,SWE,104636,Sandsjöbacka Trail 90,96.0,2025,36,0 days 09:17:45.500000
1068,NED,105519,Bosbokken Trail,47.0,2025,36,0 days 03:57:04.800000
1758,POL,113903,Winter Trail Malopolska 65,65.0,2024,36,0 days 08:30:41
55,NED,97000,Salomon Vuurtorentrail Festival Ameland 70km,70.0,2023,36,0 days 06:32:36.500000
228,GBR,100687,Otley High Views Ultra 34mi,54.71756,2024,36,0 days 05:50:46
1537,NOR,109962,Lustrafjorden Inn Ultra 55km,55.0,2024,36,0 days 06:22:35
1599,AUT,110709,Stanzer Trailrun,48.0,2024,36,0 days 04:20:25.750000
1193,GER,106921,Crazy Runners Frankenwald Trail,53.0,2024,36,0 days 05:15:35.333333333
728,GBR,104047,Peak District Challenge - Silver Ultra 75km,75.0,2024,35,0 days 11:57:11
1331,GBR,107794,Cateran Trail 55 Mile Ultra,88.5137,2024,35,0 days 08:38:22.333333333
1759,POL,113904,Winter Trail Malopolska 105,107.0,2024,35,0 days 16:01:23.500000
920,SWE,104681,Borås Ultra Marathon 50km,50.0,2024,35,0 days 04:33:37.500000
1118,ITA,106152,Lessinia Legend Lux,65.0,2024,35,0 days 08:22:50
34,GBR,95194,Endurancelife North Cornwall,49.88954,2025,35,0 days 05:10:03
453,GER,102401,Pless-Frankenburg-Ultra-Trail,50.0,2025,35,0 days 04:32:35.250000
1445,NED,109164,LauwersmeerLoop,60.0,2024,35,0 days 04:53:00
1066,GBR,105452,Butcombe Trail Ultra 56mi,90.12304,2024,35,0 days 09:31:09.333333333
941,SWE,104742,Black River Run 50 Miles,80.467,2024,35,0 days 07:35:37.750000
1034,BEL,105148,Muziekbos Trail - 45 km,45.0,2025,35,0 days 03:43:54
362,GBR,101926,Exmoor Coast 55 km,55.0,2024,35,0 days 05:39:01.500000
1718,GER,112352,Black Forest Trail-Run 57km,54.0,2024,35,0 days 06:11:26
1768,NED,114343,Voorne's Duin Trail,60.0,2024,34,0 days 05:52:13
1374,ISL,108315,Kerlingarfjöll Ultra,63.0,2024,34,0 days 05:44:05
480,GRE,102705,Lakedaimonios Race,127.0,2024,34,0 days 13:08:43
756,GBR,104099,TrailFest Salcey Forest 50 km,50.0,2024,34,0 days 04:29:05
230,GBR,100690,Six Dales Ultra 32mi,51.49888,2024,34,0 days 04:51:36.333333333
637,SWE,103608,Black River Run,160.934,2024,34,0 days 15:29:33.500000
629,FRA,103580,Trail du Grand Sénonais - Le Brennus,130.0,2023,34,0 days 14:09:12.500000
1306,GBR,107605,Belfast 50 Km Race,50.0,2024,34,0 days 03:17:24
1552,SLO,110013,Podbrdo Trail Running Festival - UTP 100+ km,103.0,2024,34,0 days 14:00:05
305,DEN,101458,Ringkøbing Fjord - Winter Edition 2025,100.0,2025,34,0 days 08:57:21.250000
1515,ROU,109785,Primavera Trail Race - Ultramarathon,68.0,2024,34,0 days 06:09:44
1656,NOR,111190,Oslo Trail Challenge 55km,55.0,2024,34,0 days 04:57:39
533,CRO,102932,Parenzana Ultra Trail - 88 km,88.0,2025,34,0 days 07:28:58.666666666
1697,GER,111797,Hallescher 6-Stunden-Lauf  - 50km-Split,50.0,2024,33,0 days 03:46:40.333333333
1234,ITA,107371,Costalunga Trail,50.0,2025,33,0 days 04:54:12.500000
214,GBR,100561,Malvern Hills Ultra 31 Miles,49.88954,2025,33,0 days 05:50:52.500000
753,GBR,104088,Yr Wyddfa Snowdon Ultra 100,160.934,2024,33,1 days 04:05:51.500000
295,SWE,101321,Peters trail - 104K,104.0,2024,33,0 days 09:40:33
1161,GBR,106747,The Lighthouse Run,65.98294,2024,33,0 days 05:28:35
766,IRL,104122,Royal Canal Run Longford Ultra,53.0,2024,33,0 days 04:06:27.666666666
1642,ITA,111000,Tartufo Ultra Skymarathon,68.0,2024,33,0 days 07:27:08
1643,NOR,111017,Stranda Fjord Trail Race - 100km,100.0,2022,33,0 days 15:54:52
1312,GBR,107653,Winter on the Downs 100 Miles,160.934,2024,33,0 days 23:12:05
813,AUT,104248,Mayrhofen Ultraks Zillertal - Z101,101.0,2024,32,0 days 19:11:47
919,SWE,104680,Borås Ultra Marathon 91km,91.0,2024,32,0 days 09:23:06
1471,ITA,109560,Ultra Trail Gran Sasso - UTGS65,63.0,2024,32,0 days 09:13:34
54,GER,96891,Frühlingsultra,50.0,2025,32,0 days 04:05:45
691,HUN,103929,Szavanna Trail 46km,46.0,2024,32,0 days 04:07:28
814,GER,104249,Marathoncross um den Messerpokal,50.0,2024,32,0 days 04:38:56.750000
1115,GER,106090,Die kleine Laufnacht 50km,50.0,2024,32,0 days 03:35:37
322,POR,101574,PT 281+ Ultramarathon,281.0,2024,32,1 days 17:29:48.666666666
513,GER,102883,kleiner KoBoLT  99 km Rheinsteig Rengsdorf-Bonn,99.0,2024,32,0 days 11:39:15
700,GER,103966,Charity Mega Run Bingen,52.0,2024,32,0 days 03:59:39.750000
43,GBR,96553,Welcome Way Ultramarathon 50mi,80.467,2025,32,0 days 08:19:41.666666666
1528,BIH,109906,Vučko Trail - black course,105.0,2024,32,0 days 16:30:22.500000
1746,ESP,113281,El Privilegio 100 Millas,160.934,2024,32,0 days 20:01:47.333333333
19,SUI,91513,Arosa TrailRun AT46,53.0,2022,32,0 days 06:05:47
610,GER,103471,Haferberg - Hasenmühle UltraTrail,45.0,2025,31,0 days 03:58:27.500000
1478,FRA,109643,Boulieu Trail - Les Mines,72.0,2024,31,0 days 08:07:23
455,SWE,102415,Skåne Frozen Trail - SFT 60,60.0,2025,31,0 days 05:02:49.500000
1622,ITA,110861,Big Rock Morenic 50 miglia,80.0,2024,31,0 days 07:23:08
1006,ITA,104962,Trail delle Miniere,50.0,2025,31,0 days 05:25:49.333333333
597,GBR,103268,Christmas Cracker Handicap,51.49888,2024,31,0 days 05:40:00.750000
1348,ITA,108046,Ultratrail Lifoj Picerno UTLF 50,50.0,2024,31,0 days 05:24:14.666666666
1063,GBR,105410,Ultra X Spring Trail Series 100km,100.0,2022,31,0 days 10:49:12.500000
1031,IRL,105113,Aherlow 50k,50.0,2022,31,0 days 04:15:56
437,GBR,102255,Black Beacon 50 mile,80.467,2024,31,0 days 10:41:59.500000
124,SUI,98998,Ultra trail du Barlatay,103.0,2022,31,0 days 14:47:01.500000
1223,GER,107128,Pommel2K,46.0,2025,30,0 days 04:58:33
452,SUI,102387,50 km des Mines Réjouies,50.0,2025,30,0 days 03:44:38
66,SWE,97743,Tyresö Extreme Challenge (TEC) - 100 miles,160.934,2025,30,0 days 16:50:49.400000
694,GBR,103944,Skipton Skedaddle Ultra 50mi,80.467,2024,30,0 days 09:45:10
689,GBR,103924,The Track 100,160.934,2024,30,0 days 15:45:03.500000
888,ITA,104544,UltraMilano-Sanremo,282.0,2024,30,1 days 11:35:15
1152,NED,106723,Pegasus Ultra Trail,50.0,2024,30,0 days 04:09:00
1669,GBR,111373,King Offa's Dyke Race,289.6812,2024,30,2 days 13:09:00
1244,GER,107414,B.U.T.5x10 Burgbernheim Ultra Trail,50.0,2024,30,0 days 04:22:58.333333333
840,FRA,104387,Courchevel X-Trail 66 km,66.0,2024,30,0 days 07:35:43.666666666
730,ITA,104062,Winter Trail Monte Prealba - Hard,70.0,2025,30,0 days 08:26:33.250000
1333,ITA,107799,Vesuvio Ultra Marathon - 80km,80.0,2024,30,0 days 09:21:10
168,GER,99965,Rund um Halver (RUH),53.0,2025,30,0 days 05:46:02.500000
1700,GER,111814,Otzberger Silvester-Ultra,45.0,2024,30,0 days 04:10:27
876,FRA,104480,Grands Trails d'Auvergne - X Ultra-Trail - en duo,84.0,2024,30,0 days 10:34:14.750000
945,FRA,104752,Ultratrail de la Ligne Rouge,104.0,2024,29,0 days 09:15:17.333333333
956,FRA,104768,L'Ultra Techni Trail de Tiranges 100 km,100.0,2022,29,0 days 14:02:26
1296,DEN,107574,The Hammer Trail Bornholm 50 mi,80.467,2024,29,0 days 09:43:18.500000
476,GER,102620,Landkreislauf Regensburg,69.0,2024,29,0 days 06:06:18.500000
1121,SWE,106197,MRC Finspång Loop Trail Ultra,50.0,2025,29,0 days 05:19:08
172,FIN,100032,NUTS 300,326.0,2024,29,2 days 05:53:31.500000
485,GBR,102731,Great Glen Ultra Marathon 72mi,115.87248,2024,29,0 days 11:15:53
93,IRL,98486,Wild Atlantic Ultra,80.467,2024,29,0 days 06:39:00.500000
91,GER,98438,Grüntalultra,50.0,2024,29,0 days 04:50:15
506,GBR,102861,White Peak Trails 50km,50.0,2024,29,0 days 04:52:09.750000
510,GBR,102880,Copthorne 50km,49.0,2024,28,0 days 05:08:22.500000
678,POL,103896,Ultra-Trail Malopolska - UTM105,107.0,2024,28,0 days 14:19:57.500000
171,POR,100031,Terra de Gigantes,303.0,2025,28,2 days 00:42:15.333333333
1664,ITA,111248,Valdambra Plus Ultra Trail,125.0,2022,28,0 days 16:13:51
1791,UKR,118458,Trail Carpathia Medium,78.0,2024,28,0 days 10:58:43.333333333
1506,POL,109767,Festiwal Słońca,50.0,2024,28,0 days 03:46:18
1600,POL,110725,Sowiogórski Festiwal Biegowy,52.0,2024,28,0 days 04:26:09
300,POL,101404,Ultra Miles of Beskid Wyspowy  - 45mi,72.4203,2024,28,0 days 07:30:38.666666666
242,GER,100744,Taubertal 70 km,70.0,2024,28,0 days 05:53:12.750000
1501,ITA,109739,Orta 10 in 10 - 50km,50.0,2024,28,0 days 03:59:46.580645161
454,GER,102414,Jörgs Geburtstagsultra,48.0,2025,27,0 days 04:29:38.500000
486,GBR,102732,Great Glen Ultra Marathon 42mi,67.59228,2024,27,0 days 06:31:45.666666666
1566,NOR,110129,Jar høstultra 50 km,50.0,2024,27,0 days 03:49:55
1688,ITA,111710,Lupatotissima - 6 ore - 50km split,50.0,2024,27,0 days 04:01:12.333333333
1649,ITA,111081,Super Tuscan Ecomarathon,46.0,2024,27,0 days 03:51:34
769,IRL,104128,Sliabh Liag 50km,50.0,2024,27,0 days 05:03:17
500,GER,102793,Rund um Attendorn (RuA),71.0,2024,27,0 days 08:01:13.666666666
647,GBR,103699,Foxton Hound Ultra 100k,104.0,2024,27,0 days 10:47:55.500000
1036,ISL,105150,Dyrfjallahlaup ,50.0,2024,27,0 days 04:42:10.500000
1035,ISL,105149,Súlur Vertical - Gyðjan 100km,100.0,2024,27,0 days 11:37:44.500000
566,GER,103166,RunFellows vorWald Ultra Trail RWUT,63.0,2024,27,0 days 06:20:00
197,GER,100360,Jurasteig Nonstop Ultratrail 239 km -JUNUT-,239.0,2025,27,1 days 11:51:51.666666666
423,GER,102190,Eiserner Anton – Halleluja-Steinbruch Ultramarathon,45.0,2025,27,0 days 04:19:36
1339,GBR,107926,NIMRA Granite Peaks Ultra 50k,50.0,2024,26,0 days 07:26:40
281,GBR,101093,Peak District Ultras - Millstone 100,160.934,2024,26,0 days 23:26:43.750000
243,GER,100745,Taubertal 50 km,50.0,2024,26,0 days 03:45:48.500000
562,FRA,103159,Gonfa Trail - Trail des Arbousiers,67.0,2024,26,0 days 06:21:27
932,SWE,104704,Vikbovändan,45.0,2024,26,0 days 03:17:39
246,GBR,100766,The Double Top Ultra - Jersey,64.3736,2024,26,0 days 06:18:52.750000
67,SWE,97744,Tyresö Extreme Challenge (TEC) - MiniUltra 46K,46.0,2025,26,0 days 03:45:01.750000
926,SWE,104697,Full Moon Race,80.467,2024,26,0 days 07:41:30
1054,GER,105306,Fischbachtal Ultra,48.0,2025,26,0 days 05:27:09.500000
194,AUT,100260,Pitz Alpine Glacier Trail 105 km,105.0,2024,26,0 days 14:51:42
764,IRL,104119,Beara Way Ultra,170.0,2024,26,0 days 21:51:46
1526,BIH,109899,Jahorina Ultra-Trail - 78km,78.0,2023,26,0 days 09:51:24.500000
99,GBR,98628,Devon Coast To Coast Ultra 112mi,180.24608,2024,26,1 days 00:54:47.750000
912,GER,104630,Lüneburger Heide Winter Trail,52.0,2025,26,0 days 04:27:28
879,BEL,104487,Muziekbos Trail - 64 km,64.0,2025,25,0 days 05:43:05.500000
676,POL,103894,Ultra-Trail Malopolska - UTM240,240.0,2024,25,1 days 18:55:20.500000
682,SWE,103906,Öland Lighthouse Challenge - 100 miles,160.934,2024,25,0 days 18:39:00.666666666
773,GBR,104141,Endurancelife North York Moors,54.71756,2024,25,0 days 04:37:45
645,FRA,103683,100km Metz Métropole,100.0,2024,25,0 days 07:45:04.750000
686,GER,103918,Dreiseenrunde,50.0,2025,25,0 days 04:59:40
466,GER,102483,Bad Salzufler Stadtforst Ultra,48.0,2025,25,0 days 04:06:17.333333333
1687,SWE,111700,Huddingeleden +50 miles,82.0,2024,25,0 days 07:52:04.500000
